playlist,track_id,track_name,artist,artist_id,artist_image,album,album_image,popularity,duration_ms,track_name_y,artist_y,album_y,genre,subgenre,danceability,energy,mood,release_year,era,lyrics_theme,instrumentalness,explicit,similaridade
Top anos 2010,3oUphdZVPyrsprZ8FgbmQS,I Need A Dollar,Aloe Blacc,0id62QV2SZZfvBn9xpmuCl,,Good Things,https://i.scdn.co/image/ab67616d0000b273da3cc2c4204afde1c08431d5,69,243053,I Need A Dollar,Aloe Blacc,Good Things,Soul,Neo Soul,0.6000000000000001,0.55,reflective,2010,2010s,"financial struggle, desperation, social commentary",0.0,False,0.14840118455744508
Top 50 Mundo,4WFgvKVfEhb3IUAFGrutTR,Love Me Not,Ravyn Lenae,5RTLRtXjbXI2lSXc6jxlAz,,Bird's Eye,https://i.scdn.co/image/ab67616d0000b273ef985ba96e76a9574cc68a30,89,213466,Love Me Not,Ravyn Lenae,Bird's Eye,R&B/Soul,Neo-Soul,0.6000000000000001,0.45,"mellow, introspective",2024,2020s,"Amor próprio, condições de relacionamento",0.0,False,0.1117127152621606
Top 50 Mundo,6TZTu1F0gnp8mtzvYZao41,The Addams Family,Andrew Gold,5fmvGUlMVgmnCn45f1he7d,,Halloween Howls: Fun & Scary Music,https://i.scdn.co/image/ab67616d0000b273a27520a763055c625e1f2be8,76,84560,The Addams Family,Andrew Gold,Halloween Howls: Fun & Scary Music,Novelty,Instrumental,0.6000000000000001,0.65,"spooky, playful",1996,1990s,Instrumental (Tema da Família Addams),0.9,False,0.11086465093956296
Top 50 Mundo,2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,,I Love You.,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,91,240400,Sweater Weather,The Neighbourhood,I Love You.,Indie Rock,Dream Pop,0.61,0.48,"calm, sensual",2013,2010s,"Intimidade, conforto no amor, frio",0.01,False,0.10302903935869438
"Top 70, 80 e 90",4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,Tears For Fears,4bthk9UfsYUYdcFyqxmSUU,,Songs From The Big Chair (Super Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27322463d6939fec9e17b2a6235,87,251488,Everybody Wants To Rule The World,Tears For Fears,Songs From The Big Chair (Super Deluxe Edition),New Wave,Synth-pop,0.65,0.75,reflective,1985,1980s,"power, control, political commentary, freedom",0.1,False,0.10220640269118493
Top 50 Brasil,4W9nFl732s6NdToGaCfiSl,Grau de Maluca - Ao Vivo,Guilherme & Benuto,6m6e7D2TnV0aYMllFFwMxu,,"+ Amor, + Música Vol. 3 (Ao Vivo)",https://i.scdn.co/image/ab67616d0000b273c6e6d9e8ae6858b0da472dc6,79,172440,Grau de Maluca - Ao Vivo,Guilherme & Benuto,"+ Amor, + Música Vol. 3 (Ao Vivo)",Sertanejo,Sertanejo Universitário,0.65,0.7000000000000001,"Energetic, playful, romantic",2023,2020s,"Crazy love, intense relationships, passion",0.1,False,0.10132337303709424
Top anos 2000,5XBbWc6Te4jxkmEncC1CCH,Balada do Amor Inabalável,Skank,4C4kpaAdp6aKSkguw40SsU,,Maquinarama,https://i.scdn.co/image/ab67616d0000b273aafa3a333abebc525aa8c47c,55,240533,Balada do Amor Inabalável,Skank,Maquinarama,Pop Rock,Brazilian Rock,0.65,0.75,"Romantic, melancholic, hopeful",2000,2000s,"Enduring love, resilience of a relationship",0.1,False,0.10012712077325776
Top anos 2000,3mNecsYFb6LQg7822DPXCP,Absolutely (Story of a Girl) - Radio Mix,Nine Days,306JHpIRGVaQd6OltnOzUO,,The Madding Crowd,https://i.scdn.co/image/ab67616d0000b273df51a705c36af75f7ecbf181,64,189333,Absolutely (Story of a Girl) - Radio Mix,Nine Days,The Madding Crowd,Pop Rock,"Alternative Rock, Power Pop",0.65,0.75,"Upbeat, nostalgic, romantic",2000,2000s,"Love, adoration, observing a person's life story",0.1,False,0.09860245326183052
"Top 70, 80 e 90",709ffFK4o4MtG1NKoLvOma,Major Tom (Coming Home),Peter Schilling,7ip3CWlgPZbQHvgJpmcGSS,,The Different Story (World Of Lust And Crime),https://i.scdn.co/image/ab67616d0000b273da10e566a05c4c506a424f3a,63,301373,Major Tom (Coming Home),Peter Schilling,The Different Story (World Of Lust And Crime),Synth-pop,New Wave,0.65,0.7000000000000001,mysterious,1983,1980s,"space travel, isolation, longing for home",0.1,False,0.09676108239169556
Top anos 2000,1sxUaLi0G2vB7dl4ogtCxH,Never Let You Go - 2008 Remaster,Third Eye Blind,6TcnmlCSxihzWOQJ8k0rNS,,Blue,https://i.scdn.co/image/ab67616d0000b273651ac92d939a31217c54a1cb,67,237240,Never Let You Go - 2008 Remaster,Third Eye Blind,Blue,Alternative Rock,"Pop Rock, Power Pop",0.65,0.78,"Upbeat, romantic, hopeful",1999,1990s,"Devotion, longing, unrequited love",0.1,False,0.09598501535465817
Top anos 2000,2avKuMN2QXkaG9vvHa2JLt,Take A Look Around,Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,,Chocolate Starfish And The Hot Dog Flavored Water,https://i.scdn.co/image/ab67616d0000b2734a31b146c7cf07705d912efe,80,321040,Take A Look Around,Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Nu Metal,Rap Metal,0.65,0.92,Aggressive,2000,2000s,"Anger, paranoia, social commentary, rebellion",0.08,True,0.09595336524558296
Top 50 Brasil,17tg01y3RhlfRKMnd333yL,Apaga Apaga Apaga - Ao Vivo,Danilo e Davi,5DaqVKaxeqDbJuxaIP9m4u,,Toma Essa Verdade (Ao Vivo),https://i.scdn.co/image/ab67616d0000b2730d5f00c853be5debb5eba851,83,178882,Apaga Apaga Apaga - Ao Vivo,Danilo e Davi,Toma Essa Verdade (Ao Vivo),Sertanejo,Sertanejo Universitário,0.65,0.7000000000000001,"Energetic, lively, party",2023,2020s,"Drinking, forgetting ex, moving on",0.1,False,0.09418245583457635
Top 50 Brasil,4V2rUOmaevK0C1bKAkeFf5,Eu Te Seguro - Ao Vivo,Panda,5qIpstBGrGteJZg1xIvbiz,,"Panda Sem Moderação 2, Vol.3",https://i.scdn.co/image/ab67616d0000b273ae0147d756dbb8f2f90d1d28,57,148561,Eu Te Seguro - Ao Vivo,Panda,"Panda Sem Moderação 2, Vol.3",Sertanejo,Sertanejo Universitário,0.65,0.7000000000000001,"Energetic, positive, supportive",2023,2020s,"Friendship, support, resilience, overcoming difficulties",0.1,False,0.09375167500100964
Top 50 Brasil,6tUdNbB9aYbX0sUDXOzX1u,Tubarões - Ao Vivo,Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,,Ao Vivo Em Uberlândia Vol. 02,https://i.scdn.co/image/ab67616d0000b273cc07fab36cc6cfdfc415fbb3,79,162580,Tubarões - Ao Vivo,Diego & Victor Hugo,Ao Vivo Em Uberlândia Vol. 02,Sertanejo,Sertanejo Universitário,0.65,0.7000000000000001,"Reflective, emotional, lively",2022,2020s,"Heartbreak, moving on, resilience, drinking",0.1,False,0.09361560822639833
"Top 70, 80 e 90",48p5E25cFPanxuwCTmTpuL,The Promise,When In Rome,3jOO5nZ2XPmc232rNjzqJy,,When In Rome,https://i.scdn.co/image/ab67616d0000b273d12fd00a64529cff635a75f2,72,220960,The Promise,When In Rome,When In Rome,New Wave,Synth-pop,0.65,0.7000000000000001,romantic,1988,1980s,"enduring love, promises, commitment",0.1,False,0.0903399927162366
"Top 70, 80 e 90",1NJJNB4zuYXP3AZDkkVlBX,You Are the One - Remix; 2016 Remaster,a-ha,2jzc5TC5TVFLXQlBNiIUzE,,Time and Again: The Ultimate a-ha,https://i.scdn.co/image/ab67616d0000b2734f1272117af674b7d35f4a42,41,225960,You Are the One - Remix; 2016 Remaster,a-ha,Time and Again: The Ultimate a-ha,Synth-pop,New Wave,0.65,0.7000000000000001,romantic,1988,1980s,"love, devotion, finding the right person",0.1,False,0.0903146791931195
Top anos 2000,2aGw77pZqli064JiPuXYRi,I'm Like A Bird,Nelly Furtado,2jw70GZXlAI8QzWeY2bgRc,,"Whoa, Nelly! (Expanded Edition)",https://i.scdn.co/image/ab67616d0000b273709087714422d592d6591f41,74,243160,I'm Like A Bird,Nelly Furtado,"Whoa, Nelly! (Expanded Edition)",Pop,"Alternative Pop, Folk Pop",0.65,0.65,"Dreamy, free-spirited, introspective",2000,2000s,"Freedom, independence, escape, uncertainty in love",0.1,False,0.08883951648766833
Top anos 2000,0rRboI6IRuGx56Dq3UdYY4,Because I Got High,Afroman,4Icvbp9RDt5aY2TWDOVDsr,,The Good Times,https://i.scdn.co/image/ab67616d0000b273734b1164a9e0faa980ce1b92,66,197760,Because I Got High,Afroman,The Good Times,Hip Hop,"Novelty Rap, Stoner Rap",0.65,0.65,"Humorous, relaxed, ironic",2000,2000s,Marijuana use and its humorous consequences,0.1,True,0.08732168778274059
Top anos 2000,0NFVg74sSsdU1gNc9xfpIO,Aonde Quer Que Eu Vá,Os Paralamas Do Sucesso,7EM9m7HOXxVgP9oEpDDv70,,Arquivo II 1991 - 2000,https://i.scdn.co/image/ab67616d0000b273af8fa8c7194e5dc629218299,71,257333,Aonde Quer Que Eu Vá,Os Paralamas Do Sucesso,Arquivo II 1991 - 2000,Pop Rock,"Brazilian Rock, Reggae",0.65,0.65,"Romantic, melancholic, reflective",2000,2000s,"Enduring love, longing for a loved one",0.1,False,0.08053087757637371
"Top 70, 80 e 90",3NmV8Qw6t2jlbWz8qRzaOx,Nowhere Fast,Fire Inc.,41pLvk2oM6XBHjqi1JkTXF,,Streets Of Fire,https://i.scdn.co/image/ab67616d0000b273e1b7bdd208bcfcd89d2dd1ed,0,362466,Nowhere Fast,Fire Inc.,Streets Of Fire,Rock,Soundtrack,0.65,0.85,Intense,1984,1980s,"Freedom, escape, rebellion",0.08,False,0.0792412808013491
Top anos 2000,6sXVRSNPjhTX12XmVJNZ0H,Meu Reggae É Roots,Natiruts,4PhdYoQGH8s1xee81dqQOO,,Povo Brasileiro,https://i.scdn.co/image/ab67616d0000b273f05085f4ab3721779e35f26a,47,209933,Meu Reggae É Roots,Natiruts,Povo Brasileiro,Reggae,"Brazilian Reggae, Roots Reggae",0.65,0.65,"Relaxed, positive, uplifting",1997,1990s,"Cultural identity, passion for reggae music, authenticity",0.1,False,0.07798355007922765
Top anos 2000,35AcuRlS0EryZrabQubAA4,O Carcará E A Rosa,Natiruts,4PhdYoQGH8s1xee81dqQOO,,Povo Brasileiro,https://i.scdn.co/image/ab67616d0000b273f05085f4ab3721779e35f26a,48,228800,O Carcará E A Rosa,Natiruts,Povo Brasileiro,Reggae,"Brazilian Reggae, Roots Reggae",0.65,0.65,"Relaxed, romantic, soulful",1997,1990s,"Love, nature, Brazilian culture, resilience",0.1,False,0.07752962487984964
Top anos 2010,1EoHEkVcysf4WVDx6r9WzQ,Over,Drake,3TVXtAsR1Inumwj472S9r4,,Thank Me Later (Int'l Version),https://i.scdn.co/image/ab67616d0000b27372babba16ea5e3afe690b4f1,63,233560,Over,Drake,Thank Me Later (Int'l Version),Hip Hop,Pop Rap,0.65,0.7000000000000001,Confident,2010,2010s,"Success, leaving past struggles behind, confidence, proving doubters wrong",0.05,True,0.07735985397491127
Top anos 2000,5eS43KfdjIfUWxAXpfXT8x,Contexto,Planet Hemp,3nasa4yabzvUeb6DzejDYU,,A Invasão do Sagaz Homem Fumaça,https://i.scdn.co/image/ab67616d0000b2735c8ad3fe084f5885fff30c68,51,225293,Contexto,Planet Hemp,A Invasão do Sagaz Homem Fumaça,Rap Rock,"Brazilian Hip Hop, Stoner Rock",0.65,0.88,"Aggressive, critical, rebellious",2000,2000s,"Social criticism, drug culture, rebellion",0.08,True,0.0738798511981024
"Top 70, 80 e 90",1wrT33b6HuKlpk9ziscEUY,Baby Jane - 2008 Remaster,Rod Stewart,2y8Jo9CKhJvtfeKOsYzRdT,,Body Wishes,https://i.scdn.co/image/ab67616d0000b273bcf214aa282a19326c295e31,67,283493,Baby Jane - 2008 Remaster,Rod Stewart,Body Wishes,Pop Rock,New Wave,0.65,0.8,Upbeat,1983,1980s,"Unrequited love, longing, nostalgia",0.07,False,0.0737250219470427
Top 50 Brasil,6Kyl2nFgU0J8WBlbBvDv6g,Coração Partido (Corazón Partío) - Ao Vivo,Grupo Menos É Mais,6vTqEFbTtTRJsuIpzZgjxi,,Churrasquinho 3 (Ao Vivo),https://i.scdn.co/image/ab67616d0000b2735645e61562deebdda78755b6,80,195794,Coração Partido (Corazón Partío) - Ao Vivo,Grupo Menos É Mais,Churrasquinho 3 (Ao Vivo),Pagode,Pagode Romântico,0.65,0.6000000000000001,"Melancholic, longing, romantic, nostalgic",2023,2020s,"Heartbreak, lost love, suffering",0.1,False,0.0703233507167114
"Top 70, 80 e 90",5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy,Bronski Beat,2wpWOzQE5TpA0dVnh5YD08,,The Age of Consent,https://i.scdn.co/image/ab67616d0000b2732ec4aea38b44eba9756767fa,77,302413,Smalltown Boy,Bronski Beat,The Age of Consent,Synth-Pop,New Wave,0.65,0.7000000000000001,Melancholic,1984,1980s,"Homophobia, escape, identity",0.05,False,0.0675512642456652
"Top 70, 80 e 90",4r3ITHVQzLO3lSLc8t8h0F,Juliet,Robin Gibb,4vZduJO8Uukqzx64de5JxV,,How Old Are You?,https://i.scdn.co/image/ab67616d0000b2736d25289dee4bdd62d2e006bb,0,228000,Juliet,Robin Gibb,How Old Are You?,Pop,Disco-Pop,0.65,0.75,Romantic,1983,1980s,"Love, longing, lost relationship",0.05,False,0.06692195284321371
"Top 70, 80 e 90",21jBRxUvrWXTwBfGnQwyVy,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,0k17h0D3J5VfsdmQ1iZtE9,,The Wall [2011 - Remaster] (2011 Remastered Version),https://i.scdn.co/image/ab67616d0000b27331f8c6d9e21df18ddcb51e5e,1,238746,"Another Brick In The Wall, Pt. 2 - 2011 Remastered Version",Pink Floyd,The Wall [2011 - Remaster] (2011 Remastered Version),Progressive Rock,Disco-Rock,0.65,0.8,Rebellious,1979,1970s,"Rebellion against authority, education criticism",0.05,False,0.06659501387179804
Top anos 2000,0vyKzl0o1lem1sHg5wXgSD,Sentimento Bom,Circuito Reggae,07N5hTxdi3rA5cyaf469Ly,,"Circuito Reggae, Vol. 8",https://i.scdn.co/image/ab67616d0000b27344a0c3bb7861f74e56890e6f,50,241813,Sentimento Bom,Circuito Reggae,"Circuito Reggae, Vol. 8",Reggae,Brazilian Reggae,0.65,0.6000000000000001,calm,2011,2010s,"good feelings, positive vibes, love",0.1,False,0.06466199553800586
Top anos 2000,0v1XpBHnsbkCn7iJ9Ucr1l,It's My Life,Bon Jovi,58lV9VcRSjABbAbfWS6skp,,Crush,https://i.scdn.co/image/ab67616d0000b2737a231174875d7930de9dad58,81,224493,It's My Life,Bon Jovi,Crush,Hard Rock,"Pop Rock, Arena Rock",0.65,0.88,"Empowering, determined, anthemic",2000,2000s,"Self-determination, living life on your own terms",0.08,False,0.06221420405033125
Top 50 Brasil,6IFF888dQ0P6ilbj4kL6G8,Aquele Lugar - Ao Vivo,Grupo Menos É Mais,6vTqEFbTtTRJsuIpzZgjxi,,MOLHO (Ao Vivo),https://i.scdn.co/image/ab67616d0000b273c89ff3434d85f33354c929b8,69,167528,Aquele Lugar - Ao Vivo,Grupo Menos É Mais,MOLHO (Ao Vivo),Pagode,Pagode Romântico,0.65,0.6000000000000001,"Nostalgic, romantic, longing",2021,2020s,"Memories, past relationships, longing for a place/person",0.1,False,0.06083638205350763
"Top 70, 80 e 90",08PP0o3TlppvLzNQPrEpvW,The Final Countdown,Europe,7Js6Lde8thlIHXggv2SCBz,,Top Gun Deluxe Edition,https://i.scdn.co/image/ab67616d0000b2734183c30e35c581134ffc0887,35,237146,The Final Countdown,Europe,Top Gun Deluxe Edition,Hard Rock,Glam Metal,0.65,0.9500000000000001,Epic,1986,1980s,"Departure, exploration, finality",0.05,False,0.05983376167512462
Top anos 2010,0SiywuOBRcynK0uKGWdCnn,Bad Romance,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,,The Fame Monster (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b2735c9890c0456a3719eeecd8aa,85,294573,Bad Romance,Lady Gaga,The Fame Monster (Deluxe Edition),Pop,Dance-Pop,0.65,0.9,dramatic,2009,2000s,"obsessive love, dark romance, desire",0.01,False,0.05088509465841666
Top anos 2010,3ZdJffjzJWFimSQyxgGIxN,Just A Dream,Nelly,2gBjLmx6zQnFGQJCAQpRgw,,5.0,https://i.scdn.co/image/ab67616d0000b273ad198c2dfdaf6b7fdc460df7,78,237800,Just A Dream,Nelly,5.0,Hip Hop,Pop Rap,0.65,0.7000000000000001,sad,2010,2010s,"heartbreak, regret, lost love",0.0,False,0.047505604834019444
Top anos 2010,235LXPXfi0SmOaS9TaCh3c,Teenage Dream,Katy Perry,6jJ0s89eD6GaHleKKya26X,,Teenage Dream,https://i.scdn.co/image/ab67616d0000b273f619042d5f6b2149a4f5e0ca,68,227741,Teenage Dream,Katy Perry,Teenage Dream,Pop,Dance-Pop,0.65,0.75,romantic,2010,2010s,"young love, intense feelings, desire for eternal youth",0.0,False,0.04251488772202647
Top anos 2010,2M9ULmQwTaTGmAdXaXpfz5,Billionaire (feat. Bruno Mars),Travie McCoy,7o9Nl7K1Al6NNAHX6jn6iG,,Billionaire (feat. Bruno Mars),https://i.scdn.co/image/ab67616d0000b27337ce3dd20c2318e13c6608ed,70,211160,Billionaire (feat. Bruno Mars),Travie McCoy,Billionaire (feat. Bruno Mars),Hip Hop,Pop Rap,0.65,0.7000000000000001,hopeful,2010,2010s,"wealth fantasy, generosity, aspirations",0.0,False,0.04233531511868418
"Top 70, 80 e 90",2FHnN5ELL83TGbtXMDzoiJ,I Like Chopin,Gazebo,1Tzu45aHnn0Xz4msfhHRW1,,Portrait,https://i.scdn.co/image/ab67616d0000b27318489610a4971e31173ef6a9,60,291720,I Like Chopin,Gazebo,Portrait,Pop,Italo-Disco/Synth-Pop,0.65,0.6000000000000001,"romantic, nostalgic",1983,1980s,"Romance, memória, música clássica",0.05,False,0.04134999510011461
Top 50 Mundo,6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,,HIT ME HARD AND SOFT,https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,94,210373,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,Pop,New Wave/Pop,0.65,0.7000000000000001,"breezy, romantic",2024,2020s,"Amor profundo, conexão duradoura",0.01,False,0.037100374040358805
Top anos 2010,2gZUPNdnz5Y45eiGxpHGSc,POWER,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,,My Beautiful Dark Twisted Fantasy,https://i.scdn.co/image/ab67616d0000b273d9194aa18fa4c9362b47464f,78,292093,POWER,Kanye West,My Beautiful Dark Twisted Fantasy,Hip Hop,Art Rap,0.65,0.9500000000000001,epic,2010,2010s,"power, ego, ambition, self-critique",0.0,True,0.036204343272654274
Top 50 Mundo,05od2qm2MTSKCHxy1GBp5W,12 to 12,sombr,4G9NDjRyZFDlJKMRL8hx3S,,I Barely Know Her,https://i.scdn.co/image/ab67616d0000b273d2eb391e0b3c3bc21c127db6,89,242903,12 to 12,sombr,I Barely Know Her,Indie Pop,Alt-Pop,0.65,0.75,"energetic, longing",2025,2020s,"Tempo, relacionamento intenso",0.0,False,0.03617973687945632
Top anos 2010,4HlFJV71xXKIGcU3kRyttv,"Hey, Soul Sister",Train,3FUY2gzHeIiaesXtOAdB7A,,"Save Me, San Francisco (Golden Gate Edition)",https://i.scdn.co/image/ab67616d0000b2736ff8bc258e3ebc835ffe14ca,81,216773,"Hey, Soul Sister",Train,"Save Me, San Francisco (Golden Gate Edition)",Pop,Acoustic Pop,0.65,0.7000000000000001,happy,2009,2000s,"love, admiration, simple affection",0.0,False,0.03535094774430462
Top anos 2000,3zYufmyv6HOuiHn1eMR6Ja,Desert Rose,Sting,0Ty63ceoRnnJKVEYP0VQpk,,Brand New Day,https://i.scdn.co/image/ab67616d0000b273db85318130166610d4095c51,66,285960,Desert Rose,Sting,Brand New Day,Pop,Worldbeat,0.65,0.7000000000000001,mystical,1999,1990s,"longing, desire, desert imagery, love",0.0,False,0.034250013893772246
Top 50 Mundo,2BwO5K8Q7EPAJSGze3AAh9,Manchild,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,,Man’s Best Friend,https://i.scdn.co/image/ab67616d0000b273b1863bf95557ea7f357c4947,88,213645,Manchild,Sabrina Carpenter,Man’s Best Friend,Pop,Pop/R&B,0.65,0.75,"playful, confident",2025,2020s,Relacionamento com homem imaturo,0.0,True,0.03423567200171356
Top 50 Mundo,1CPZ5BxNNd0n0nF4Orb9JS,Golden,HUNTR/X,2yNNYQBChuox9A5Ka93BIn,,KPop Demon Hunters (Soundtrack from the Netflix Film),https://i.scdn.co/image/ab67616d0000b2734dcb6c5df15cf74596ab25a4,99,194607,Golden,HUNTR/X,KPop Demon Hunters (Soundtrack from the Netflix Film),K-Pop,K-Pop/Pop-Rock,0.65,0.85,energetic,2024,2020s,"Inspiração, superação",0.0,False,0.033472502599162665
Top anos 2010,3MeL7vAsVbgSrGFd0HioaJ,Forget You,CeeLo Green,5nLYd9ST4Cnwy6NHaCxbj8,,The Lady Killer (Deluxe),https://i.scdn.co/image/ab67616d0000b2731c44d79c994c1a26aa387617,50,222733,Forget You,CeeLo Green,The Lady Killer (Deluxe),R&B,Soul Pop,0.65,0.7000000000000001,sarcastic,2010,2010s,"breakup, anger, moving on",0.0,True,0.03134649943391206
"Top 70, 80 e 90",4BFMQ15vXr626UOoZL8bUI,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",Bill Medley,1XE70WwxhnrXNAJYQQ9ygx,,Platinum & Gold Collection,https://i.scdn.co/image/ab67616d0000b273927530e44371f0bc1bb296d4,60,289066,"(I've Had) The Time of My Life - From ""Dirty Dancing"" Soundtrack",Bill Medley,Platinum & Gold Collection,Pop/Soul,Pop Rock/Soft Rock,0.65,0.6000000000000001,"romantic, uplifting",1987,1980s,"Momento inesquecível, amor, realização",0.0,False,0.02325943099853528
Top 50 Mundo,6sGIMrtIzQjdzNndVxe397,So Easy (To Fall In Love),Olivia Dean,00x1fYSGhdqScXBRpSj3DW,,The Art of Loving,https://i.scdn.co/image/ab67616d0000b2739a336bfb6d40bbd90a507417,91,169000,So Easy (To Fall In Love),Olivia Dean,The Art of Loving,Soul/R&B,Contemporary R&B,0.65,0.55,"smooth, loving",2023,2020s,Facilidade de se apaixonar,0.0,False,0.01600205238660076
Top anos 2000,3IV4swNduIRunHREK80owz,Rollin' (Air Raid Vehicle),Limp Bizkit,165ZgPlLkK7bf5bDoFc6Sb,,Chocolate Starfish And The Hot Dog Flavored Water,https://i.scdn.co/image/ab67616d0000b2734a31b146c7cf07705d912efe,83,213760,Rollin' (Air Raid Vehicle),Limp Bizkit,Chocolate Starfish And The Hot Dog Flavored Water,Nu Metal,Rap Metal,0.68,0.9500000000000001,"Aggressive, powerful, confident",2000,2000s,"Confidence, partying, rebellion, aggression",0.08,True,0.013470316947363042
Top anos 2000,0bTSa3XGuZg1r0wgM5FLc1,Que Ves - 2000 Digital Remaster,Tihuana,6FvGIOpELnPLxPoyqotQ0Q,,Ilegal,https://i.scdn.co/image/ab67616d0000b273b4c12f1b2e3073039bf422b0,54,205973,Que Ves - 2000 Digital Remaster,Tihuana,Ilegal,Hardcore Punk,"Brazilian Rock, Crossover Thrash",0.68,0.92,"Aggressive, rebellious, confrontational",2000,2000s,"Social criticism, questioning reality, disillusionment",0.08,False,-0.02341607646922081
Top anos 2000,7iXF2W9vKmDoGAhlHdpyIa,Forgot About Dre,Dr. Dre,6DPYiyq5kWVQS4RGwxzPC7,,2001,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5,78,222293,Forgot About Dre,Dr. Dre,2001,Hip Hop,"Gangsta Rap, West Coast Hip Hop",0.68,0.85,"Confident, defiant, aggressive",1999,1990s,"Retribution, defending reputation, comeback",0.08,True,-0.02862102438420015
Top 50 Brasil,6B7ot6Wlqf7zt3FCkYl2FJ,Pela Última Vez - Ao Vivo,Grupo Menos É Mais,6vTqEFbTtTRJsuIpzZgjxi,,MOLHO (Ao Vivo),https://i.scdn.co/image/ab67616d0000b273c89ff3434d85f33354c929b8,72,162325,Pela Última Vez - Ao Vivo,Grupo Menos É Mais,MOLHO (Ao Vivo),Pagode,Pagode Romântico,0.68,0.6000000000000001,"Melancholic, longing, romantic",2021,2020s,"Heartbreak, last chance, romantic regret",0.1,False,-0.04058201274128269
Top 50 Mundo,2LlQb7Uoj1kKyGhlkBf9aC,Thriller,Michael Jackson,3fMbdgg4jU18AjLCKBhRSm,,Thriller,https://i.scdn.co/image/ab67616d0000b273de437d960dda1ac0a3586d97,78,357800,Thriller,Michael Jackson,Thriller,Pop,Post-Disco/Funk,0.67,0.78,"dramatic, spooky",1982,1980s,"Terror, suspense, transformação",0.01,False,-0.040873107107964456
Top 50 Brasil,1mnMkTvrPi4iTblXaRvOoi,Vagabundo,Gusttavo Lima,7MiDcPa6UiV3In7lIM71IN,,Vagabundo,https://i.scdn.co/image/ab67616d0000b27371fe23316c04102bea4dff03,77,207136,Vagabundo,Gusttavo Lima,Vagabundo,Sertanejo,Sertanejo Universitário,0.68,0.72,"Confident, playful, party, romantic",2023,2020s,"Relationships, freedom, self-identity, being a 'vagabundo'",0.1,False,-0.0490411761715784
Top 50 Brasil,473DqaeIno75pBbp0bNrkT,Desocupa,Matheus Vargas,61Y0yB7JKvkyHQ5g4Neirl,,Altas Modas,https://i.scdn.co/image/ab67616d0000b2733cd9d90704e7851e5e87cc4f,70,150442,Desocupa,Matheus Vargas,Altas Modas,Sertanejo,Sertanejo Universitário,0.68,0.72,"Confident, assertive, emotional",2023,2020s,"Ending a relationship, moving on, telling an ex to leave",0.1,False,-0.053742382525901924
Top anos 2010,4iZxeyibg6w4EFCOoAQ6Eh,What You Know,Two Door Cinema Club,536BYVgOnRky0xjsPT96zl,,Tourist History,https://i.scdn.co/image/ab67616d0000b273852930b799f484bf60faacb2,75,191400,What You Know,Two Door Cinema Club,Tourist History,Indie Pop,Indie Rock,0.68,0.85,upbeat,2010,2010s,"relationships, self-doubt, social observations",0.0,False,-0.06680709485015213
"Top 70, 80 e 90",60EtAySYm0qBlPj3LSXil6,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Glenn Frey,3vMWY1bUrmYoSoEWLiQWOZ,,Solo Collection,https://i.scdn.co/image/ab67616d0000b2731ac80521a0f1a6b8eec2e392,0,225506,"The Heat Is On - From ""Beverly Hills Cop"" Soundtrack",Glenn Frey,Solo Collection,Rock,Arena Rock/Pop Rock,0.68,0.8300000000000001,"driving, intense",1984,1980s,"Pressão, intensidade, ação",0.0,False,-0.06691523058380304
"Top 70, 80 e 90",1fZasbaEfFWhbJBkzUnWTq,Live Is Life,Opus,5pf1217gT8zcjOFc7oMi47,,Take Me Home Tonight,https://i.scdn.co/image/ab67616d0000b273e94f7dc3c3346b5576d0c32b,0,244666,Live Is Life,Opus,Take Me Home Tonight,Pop Rock,Arena Rock,0.7000000000000001,0.9,exuberant,1984,1980s,"celebration of music, life, togetherness",0.15,False,-0.06793551236220803
